time,event,plane_id,plane_cat,passenger_id,queue_len,scanner,door,gate,info
0.0,sim_start,,,,,,,,"cwd=C:\Users\karon\Documents\Code\Symulacja-dyskretna-krokowa, utils=C:\Users\karon\Documents\Code\Symulacja-dyskretna-krokowa\utils.py"
10.440497669153679,failure,,,,,1,0,0,element=door
16.0,plane_arrive,1,3,,0,1,0,0,air_q=1
16.0,landing_start,1,3,,0,1,0,0,landing_time=5
17.424810884932395,repair,,,,,1,1,1,"element=door, repair_time=6.984"
21.0,landing_end,1,3,,0,1,1,1,pad_q=1
28.0,unload_end,1,3,,0,1,1,1,
28.0,passengers_spawned,1,3,,0,1,1,1,count=52
28.0,passenger_queue_arrival,,,1,1,1,1,1,
28.0,passenger_queue_arrival,,,2,2,1,1,1,
28.0,passenger_queue_arrival,,,3,3,1,1,1,
28.0,passenger_queue_arrival,,,4,4,1,1,1,
28.0,passenger_queue_arrival,,,5,5,1,1,1,
28.0,passenger_queue_arrival,,,6,6,1,1,1,
28.0,passenger_queue_arrival,,,7,7,1,1,1,
28.0,passenger_queue_arrival,,,8,8,1,1,1,
28.0,passenger_queue_arrival,,,9,9,1,1,1,
28.0,passenger_queue_arrival,,,10,10,1,1,1,
28.0,passenger_queue_arrival,,,11,11,1,1,1,
28.0,passenger_queue_arrival,,,12,12,1,1,1,
28.0,passenger_queue_arrival,,,13,13,1,1,1,
28.0,passenger_queue_arrival,,,14,14,1,1,1,
28.0,passenger_queue_arrival,,,15,15,1,1,1,
28.0,passenger_queue_arrival,,,16,16,1,1,1,
28.0,passenger_queue_arrival,,,17,17,1,1,1,
28.0,passenger_queue_arrival,,,18,18,1,1,1,
28.0,passenger_queue_arrival,,,19,19,1,1,1,
28.0,passenger_queue_arrival,,,20,20,1,1,1,
28.0,passenger_queue_arrival,,,21,21,1,1,1,
28.0,passenger_queue_arrival,,,22,22,1,1,1,
28.0,passenger_queue_arrival,,,23,23,1,1,1,
28.0,passenger_queue_arrival,,,24,24,1,1,1,
28.0,passenger_queue_arrival,,,25,25,1,1,1,
28.0,passenger_queue_arrival,,,26,26,1,1,1,
28.0,passenger_queue_arrival,,,27,27,1,1,1,
28.0,passenger_queue_arrival,,,28,28,1,1,1,
28.0,passenger_queue_arrival,,,29,29,1,1,1,
28.0,passenger_queue_arrival,,,30,30,1,1,1,
28.0,passenger_queue_arrival,,,31,31,1,1,1,
28.0,passenger_queue_arrival,,,32,32,1,1,1,
28.0,passenger_queue_arrival,,,33,33,1,1,1,
28.0,passenger_queue_arrival,,,34,34,1,1,1,
28.0,passenger_queue_arrival,,,35,35,1,1,1,
28.0,passenger_queue_arrival,,,36,36,1,1,1,
28.0,passenger_queue_arrival,,,37,37,1,1,1,
28.0,passenger_queue_arrival,,,38,38,1,1,1,
28.0,passenger_queue_arrival,,,39,39,1,1,1,
28.0,passenger_queue_arrival,,,40,40,1,1,1,
28.0,passenger_queue_arrival,,,41,41,1,1,1,
28.0,passenger_queue_arrival,,,42,42,1,1,1,
28.0,passenger_queue_arrival,,,43,43,1,1,1,
28.0,passenger_queue_arrival,,,44,44,1,1,1,
28.0,passenger_queue_arrival,,,45,45,1,1,1,
28.0,passenger_queue_arrival,,,46,46,1,1,1,
28.0,passenger_queue_arrival,,,47,47,1,1,1,
28.0,passenger_queue_arrival,,,48,48,1,1,1,
28.0,passenger_queue_arrival,,,49,49,1,1,1,
28.0,passenger_queue_arrival,,,50,50,1,1,1,
28.0,passenger_queue_arrival,,,51,51,1,1,1,
28.0,passenger_queue_arrival,,,52,52,1,1,1,
28.0,service_start,,,1,51,1,1,1,service_time_sampled=0.139
28.139054728398307,service_end,,,1,51,1,1,1,duration=0.139
28.139054728398307,service_start,,,2,50,1,1,1,service_time_sampled=0.057
28.195669415600108,service_end,,,2,50,1,1,1,duration=0.057
28.195669415600108,service_start,,,3,49,1,1,1,service_time_sampled=0.084
28.279552444106272,service_end,,,3,49,1,1,1,duration=0.084
28.279552444106272,service_start,,,4,48,1,1,1,service_time_sampled=0.028
28.307916934253786,service_end,,,4,48,1,1,1,duration=0.028
28.307916934253786,service_start,,,5,47,1,1,1,service_time_sampled=0.137
28.44506798441546,service_end,,,5,47,1,1,1,duration=0.137
28.44506798441546,service_start,,,6,46,1,1,1,service_time_sampled=0.032
28.47735977643004,service_end,,,6,46,1,1,1,duration=0.032
28.47735977643004,service_start,,,7,45,1,1,1,service_time_sampled=0.077
28.55393571058838,service_end,,,7,45,1,1,1,duration=0.077
28.55393571058838,service_start,,,8,44,1,1,1,service_time_sampled=0.010
28.56393571058838,service_end,,,8,44,1,1,1,duration=0.010
28.56393571058838,service_start,,,9,43,1,1,1,service_time_sampled=0.458
29.021544122948463,service_end,,,9,43,1,1,1,duration=0.458
29.021544122948463,service_start,,,10,42,1,1,1,service_time_sampled=0.084
29.105095108536702,service_end,,,10,42,1,1,1,duration=0.084
29.105095108536702,service_start,,,11,41,1,1,1,service_time_sampled=0.077
29.182492514871836,service_end,,,11,41,1,1,1,duration=0.077
29.182492514871836,service_start,,,12,40,1,1,1,service_time_sampled=0.157
29.33902728129391,service_end,,,12,40,1,1,1,duration=0.157
29.33902728129391,service_start,,,13,39,1,1,1,service_time_sampled=0.067
29.406200894672992,service_end,,,13,39,1,1,1,duration=0.067
29.406200894672992,service_start,,,14,38,1,1,1,service_time_sampled=0.274
29.679870990959135,service_end,,,14,38,1,1,1,duration=0.274
29.679870990959135,service_start,,,15,37,1,1,1,service_time_sampled=0.010
29.689870990959136,service_end,,,15,37,1,1,1,duration=0.010
29.689870990959136,service_start,,,16,36,1,1,1,service_time_sampled=0.224
29.913970692786865,service_end,,,16,36,1,1,1,duration=0.224
29.913970692786865,service_start,,,17,35,1,1,1,service_time_sampled=0.079
29.992975966112688,service_end,,,17,35,1,1,1,duration=0.079
29.992975966112688,service_start,,,18,34,1,1,1,service_time_sampled=0.209
30.201544739000564,service_end,,,18,34,1,1,1,duration=0.209
30.201544739000564,service_start,,,19,33,1,1,1,service_time_sampled=0.364
30.56544907376202,service_end,,,19,33,1,1,1,duration=0.364
30.56544907376202,service_start,,,20,32,1,1,1,service_time_sampled=0.510
31.075418350339767,service_end,,,20,32,1,1,1,duration=0.510
31.075418350339767,service_start,,,21,31,1,1,1,service_time_sampled=0.024
31.0996440677144,service_end,,,21,31,1,1,1,duration=0.024
31.0996440677144,service_start,,,22,30,1,1,1,service_time_sampled=0.150
31.2495818191915,service_end,,,22,30,1,1,1,duration=0.150
31.2495818191915,service_start,,,23,29,1,1,1,service_time_sampled=0.014
31.26398793474857,service_end,,,23,29,1,1,1,duration=0.014
31.26398793474857,service_start,,,24,28,1,1,1,service_time_sampled=0.022
31.28582136046564,service_end,,,24,28,1,1,1,duration=0.022
31.28582136046564,service_start,,,25,27,1,1,1,service_time_sampled=0.012
31.298003708945306,service_end,,,25,27,1,1,1,duration=0.012
31.298003708945306,service_start,,,26,26,1,1,1,service_time_sampled=0.047
31.345124727798034,service_end,,,26,26,1,1,1,duration=0.047
31.345124727798034,service_start,,,27,25,1,1,1,service_time_sampled=0.010
31.355124727798035,service_end,,,27,25,1,1,1,duration=0.010
31.355124727798035,service_start,,,28,24,1,1,1,service_time_sampled=0.241
31.59568537674071,service_end,,,28,24,1,1,1,duration=0.241
31.59568537674071,service_start,,,29,23,1,1,1,service_time_sampled=0.043
31.638675673516833,service_end,,,29,23,1,1,1,duration=0.043
31.638675673516833,service_start,,,30,22,1,1,1,service_time_sampled=0.189
31.827968680710484,service_end,,,30,22,1,1,1,duration=0.189
31.827968680710484,service_start,,,31,21,1,1,1,service_time_sampled=0.099
31.92725451236076,service_end,,,31,21,1,1,1,duration=0.099
31.92725451236076,service_start,,,32,20,1,1,1,service_time_sampled=0.027
31.954264748550393,service_end,,,32,20,1,1,1,duration=0.027
31.954264748550393,service_start,,,33,19,1,1,1,service_time_sampled=0.043
31.997435403988106,service_end,,,33,19,1,1,1,duration=0.043
31.997435403988106,service_start,,,34,18,1,1,1,service_time_sampled=0.048
32.04554266215341,service_end,,,34,18,1,1,1,duration=0.048
32.04554266215341,service_start,,,35,17,1,1,1,service_time_sampled=0.134
32.17987957030002,service_end,,,35,17,1,1,1,duration=0.134
32.17987957030002,service_start,,,36,16,1,1,1,service_time_sampled=0.033
32.2127973313522,service_end,,,36,16,1,1,1,duration=0.033
32.2127973313522,service_start,,,37,15,1,1,1,service_time_sampled=0.121
32.3335580858072,service_end,,,37,15,1,1,1,duration=0.121
32.3335580858072,service_start,,,38,14,1,1,1,service_time_sampled=0.282
32.615686210199165,service_end,,,38,14,1,1,1,duration=0.282
32.615686210199165,service_start,,,39,13,1,1,1,service_time_sampled=0.254
32.87017096399522,service_end,,,39,13,1,1,1,duration=0.254
32.87017096399522,service_start,,,40,12,1,1,1,service_time_sampled=0.043
32.913654291076085,service_end,,,40,12,1,1,1,duration=0.043
32.913654291076085,service_start,,,41,11,1,1,1,service_time_sampled=0.077
32.99026269414675,service_end,,,41,11,1,1,1,duration=0.077
32.99026269414675,service_start,,,42,10,1,1,1,service_time_sampled=0.083
33.07320633810338,service_end,,,42,10,1,1,1,duration=0.083
33.07320633810338,service_start,,,43,9,1,1,1,service_time_sampled=0.041
33.11433677253149,service_end,,,43,9,1,1,1,duration=0.041
33.11433677253149,service_start,,,44,8,1,1,1,service_time_sampled=0.050
33.1642020201136,service_end,,,44,8,1,1,1,duration=0.050
33.1642020201136,service_start,,,45,7,1,1,1,service_time_sampled=0.519
33.68300627200991,service_end,,,45,7,1,1,1,duration=0.519
33.68300627200991,service_start,,,46,6,1,1,1,service_time_sampled=0.010
33.69300627200991,service_end,,,46,6,1,1,1,duration=0.010
33.69300627200991,service_start,,,47,5,1,1,1,service_time_sampled=0.019
33.712281469192995,service_end,,,47,5,1,1,1,duration=0.019
33.712281469192995,service_start,,,48,4,1,1,1,service_time_sampled=0.132
33.84421738564943,service_end,,,48,4,1,1,1,duration=0.132
33.84421738564943,service_start,,,49,3,1,1,1,service_time_sampled=0.010
33.85421738564943,service_end,,,49,3,1,1,1,duration=0.010
33.85421738564943,service_start,,,50,2,1,1,1,service_time_sampled=0.043
33.89739517975959,service_end,,,50,2,1,1,1,duration=0.043
33.89739517975959,service_start,,,51,1,1,1,1,service_time_sampled=0.197
34.094542522382966,service_end,,,51,1,1,1,1,duration=0.197
34.094542522382966,service_start,,,52,0,1,1,1,service_time_sampled=0.303
34.3977681808752,service_end,,,52,0,1,1,1,duration=0.303
55.0,plane_arrive,2,2,,0,1,1,1,air_q=1
55.0,landing_start,2,2,,0,1,1,1,landing_time=3
58.0,plane_arrive,3,1,,0,1,1,1,air_q=1
58.0,landing_end,2,2,,0,1,1,1,pad_q=1
65.0,unload_end,2,2,,0,1,1,1,
65.0,passengers_spawned,2,2,,0,1,1,1,count=40
65.0,passenger_queue_arrival,,,53,1,1,1,1,
65.0,passenger_queue_arrival,,,54,2,1,1,1,
65.0,passenger_queue_arrival,,,55,3,1,1,1,
65.0,passenger_queue_arrival,,,56,4,1,1,1,
65.0,passenger_queue_arrival,,,57,5,1,1,1,
65.0,passenger_queue_arrival,,,58,6,1,1,1,
65.0,passenger_queue_arrival,,,59,7,1,1,1,
65.0,passenger_queue_arrival,,,60,8,1,1,1,
65.0,passenger_queue_arrival,,,61,9,1,1,1,
65.0,passenger_queue_arrival,,,62,10,1,1,1,
65.0,passenger_queue_arrival,,,63,11,1,1,1,
65.0,passenger_queue_arrival,,,64,12,1,1,1,
65.0,passenger_queue_arrival,,,65,13,1,1,1,
65.0,passenger_queue_arrival,,,66,14,1,1,1,
65.0,passenger_queue_arrival,,,67,15,1,1,1,
65.0,passenger_queue_arrival,,,68,16,1,1,1,
65.0,passenger_queue_arrival,,,69,17,1,1,1,
65.0,passenger_queue_arrival,,,70,18,1,1,1,
65.0,passenger_queue_arrival,,,71,19,1,1,1,
65.0,passenger_queue_arrival,,,72,20,1,1,1,
65.0,passenger_queue_arrival,,,73,21,1,1,1,
65.0,passenger_queue_arrival,,,74,22,1,1,1,
65.0,passenger_queue_arrival,,,75,23,1,1,1,
65.0,passenger_queue_arrival,,,76,24,1,1,1,
65.0,passenger_queue_arrival,,,77,25,1,1,1,
65.0,passenger_queue_arrival,,,78,26,1,1,1,
65.0,passenger_queue_arrival,,,79,27,1,1,1,
65.0,passenger_queue_arrival,,,80,28,1,1,1,
65.0,passenger_queue_arrival,,,81,29,1,1,1,
65.0,passenger_queue_arrival,,,82,30,1,1,1,
65.0,passenger_queue_arrival,,,83,31,1,1,1,
65.0,passenger_queue_arrival,,,84,32,1,1,1,
65.0,passenger_queue_arrival,,,85,33,1,1,1,
65.0,passenger_queue_arrival,,,86,34,1,1,1,
65.0,passenger_queue_arrival,,,87,35,1,1,1,
65.0,passenger_queue_arrival,,,88,36,1,1,1,
65.0,passenger_queue_arrival,,,89,37,1,1,1,
65.0,passenger_queue_arrival,,,90,38,1,1,1,
65.0,passenger_queue_arrival,,,91,39,1,1,1,
65.0,passenger_queue_arrival,,,92,40,1,1,1,
65.0,landing_start,3,1,,40,1,1,1,landing_time=3
65.0,service_start,,,53,39,1,1,1,service_time_sampled=0.291
65.29096989490336,service_end,,,53,39,1,1,1,duration=0.291
65.29096989490336,service_start,,,54,38,1,1,1,service_time_sampled=0.051
65.34237117320296,service_end,,,54,38,1,1,1,duration=0.051
65.34237117320296,service_start,,,55,37,1,1,1,service_time_sampled=0.178
65.51993896936163,service_end,,,55,37,1,1,1,duration=0.178
65.51993896936163,service_start,,,56,36,1,1,1,service_time_sampled=0.148
65.66831060878874,service_end,,,56,36,1,1,1,duration=0.148
65.66831060878874,service_start,,,57,35,1,1,1,service_time_sampled=0.145
65.81322210906254,service_end,,,57,35,1,1,1,duration=0.145
65.81322210906254,service_start,,,58,34,1,1,1,service_time_sampled=0.290
66.10310899030068,service_end,,,58,34,1,1,1,duration=0.290
66.10310899030068,service_start,,,59,33,1,1,1,service_time_sampled=0.064
66.16676133892501,service_end,,,59,33,1,1,1,duration=0.064
66.16676133892501,service_start,,,60,32,1,1,1,service_time_sampled=0.010
66.17676133892502,service_end,,,60,32,1,1,1,duration=0.010
66.17676133892502,service_start,,,61,31,1,1,1,service_time_sampled=0.032
