time,event,plane_id,plane_cat,passenger_id,queue_len,scanner,door,gate,info
0.0,sim_start,,,,,,,,"cwd=C:\Users\karon\Documents\Code\Symulacja-dyskretna-krokowa, utils=C:\Users\karon\Documents\Code\Symulacja-dyskretna-krokowa\utils.py"
5.0,plane_arrive,1,1,,0,1,1,1,air_q=1
5.0,landing_start,1,1,,0,1,1,1,landing_time=3
8.0,landing_end,1,1,,0,1,1,1,pad_q=1
14.0,plane_arrive,2,3,,0,1,1,1,air_q=1
15.0,unload_end,1,1,,0,1,1,1,
15.0,passengers_spawned,1,1,,0,1,1,1,count=27
15.0,passenger_queue_arrival,,,1,1,1,1,1,
15.0,passenger_queue_arrival,,,2,2,1,1,1,
15.0,passenger_queue_arrival,,,3,3,1,1,1,
15.0,passenger_queue_arrival,,,4,4,1,1,1,
15.0,passenger_queue_arrival,,,5,5,1,1,1,
15.0,passenger_queue_arrival,,,6,6,1,1,1,
15.0,passenger_queue_arrival,,,7,7,1,1,1,
15.0,passenger_queue_arrival,,,8,8,1,1,1,
15.0,passenger_queue_arrival,,,9,9,1,1,1,
15.0,passenger_queue_arrival,,,10,10,1,1,1,
15.0,passenger_queue_arrival,,,11,11,1,1,1,
15.0,passenger_queue_arrival,,,12,12,1,1,1,
15.0,passenger_queue_arrival,,,13,13,1,1,1,
15.0,passenger_queue_arrival,,,14,14,1,1,1,
15.0,passenger_queue_arrival,,,15,15,1,1,1,
15.0,passenger_queue_arrival,,,16,16,1,1,1,
15.0,passenger_queue_arrival,,,17,17,1,1,1,
15.0,passenger_queue_arrival,,,18,18,1,1,1,
15.0,passenger_queue_arrival,,,19,19,1,1,1,
15.0,passenger_queue_arrival,,,20,20,1,1,1,
15.0,passenger_queue_arrival,,,21,21,1,1,1,
15.0,passenger_queue_arrival,,,22,22,1,1,1,
15.0,passenger_queue_arrival,,,23,23,1,1,1,
15.0,passenger_queue_arrival,,,24,24,1,1,1,
15.0,passenger_queue_arrival,,,25,25,1,1,1,
15.0,passenger_queue_arrival,,,26,26,1,1,1,
15.0,passenger_queue_arrival,,,27,27,1,1,1,
15.0,landing_start,2,3,,27,1,1,1,landing_time=2
15.0,service_start,,,1,26,1,1,1,service_time_sampled=0.052
15.051585826593268,service_end,,,1,26,1,1,1,duration=0.052
15.051585826593268,service_start,,,2,25,1,1,1,service_time_sampled=0.013
15.064712300213097,service_end,,,2,25,1,1,1,duration=0.013
15.064712300213097,service_start,,,3,24,1,1,1,service_time_sampled=0.371
15.435832965780945,service_end,,,3,24,1,1,1,duration=0.371
15.435832965780945,service_start,,,4,23,1,1,1,service_time_sampled=0.083
15.519046618629073,service_end,,,4,23,1,1,1,duration=0.083
15.519046618629073,service_start,,,5,22,1,1,1,service_time_sampled=0.042
15.560613651974231,service_end,,,5,22,1,1,1,duration=0.042
15.560613651974231,service_start,,,6,21,1,1,1,service_time_sampled=0.128
15.689112509415837,service_end,,,6,21,1,1,1,duration=0.128
15.689112509415837,service_start,,,7,20,1,1,1,service_time_sampled=0.010
15.699112509415837,service_end,,,7,20,1,1,1,duration=0.010
15.699112509415837,service_start,,,8,19,1,1,1,service_time_sampled=0.164
15.862893900065217,service_end,,,8,19,1,1,1,duration=0.164
15.862893900065217,service_start,,,9,18,1,1,1,service_time_sampled=0.044
15.906599004169605,service_end,,,9,18,1,1,1,duration=0.044
15.906599004169605,service_start,,,10,17,1,1,1,service_time_sampled=0.081
15.987300526943876,service_end,,,10,17,1,1,1,duration=0.081
