time,event,plane_id,plane_cat,passenger_id,queue_len,scanner,door,gate,info
0.0,sim_start,,,,,,,,"cwd=C:\Users\karon\Documents\Code\Symulacja-dyskretna-krokowa, utils=C:\Users\karon\Documents\Code\Symulacja-dyskretna-krokowa\utils.py"
2.0,plane_arrive,1,3,,0,1,1,1,air_q=1
2.0,landing_start,1,3,,0,1,1,1,landing_time=2
4.0,landing_end,1,3,,0,1,1,1,pad_q=1
10.0,plane_arrive,2,1,,0,1,1,1,air_q=1
11.0,unload_end,1,3,,0,1,1,1,
11.0,passengers_spawned,1,3,,0,1,1,1,count=47
11.0,passenger_queue_arrival,,,1,1,1,1,1,
11.0,passenger_queue_arrival,,,2,2,1,1,1,
11.0,passenger_queue_arrival,,,3,3,1,1,1,
11.0,passenger_queue_arrival,,,4,4,1,1,1,
11.0,passenger_queue_arrival,,,5,5,1,1,1,
11.0,passenger_queue_arrival,,,6,6,1,1,1,
11.0,passenger_queue_arrival,,,7,7,1,1,1,
11.0,passenger_queue_arrival,,,8,8,1,1,1,
11.0,passenger_queue_arrival,,,9,9,1,1,1,
11.0,passenger_queue_arrival,,,10,10,1,1,1,
11.0,passenger_queue_arrival,,,11,11,1,1,1,
11.0,passenger_queue_arrival,,,12,12,1,1,1,
11.0,passenger_queue_arrival,,,13,13,1,1,1,
11.0,passenger_queue_arrival,,,14,14,1,1,1,
11.0,passenger_queue_arrival,,,15,15,1,1,1,
11.0,passenger_queue_arrival,,,16,16,1,1,1,
11.0,passenger_queue_arrival,,,17,17,1,1,1,
11.0,passenger_queue_arrival,,,18,18,1,1,1,
11.0,passenger_queue_arrival,,,19,19,1,1,1,
11.0,passenger_queue_arrival,,,20,20,1,1,1,
11.0,passenger_queue_arrival,,,21,21,1,1,1,
11.0,passenger_queue_arrival,,,22,22,1,1,1,
11.0,passenger_queue_arrival,,,23,23,1,1,1,
11.0,passenger_queue_arrival,,,24,24,1,1,1,
11.0,passenger_queue_arrival,,,25,25,1,1,1,
11.0,passenger_queue_arrival,,,26,26,1,1,1,
11.0,passenger_queue_arrival,,,27,27,1,1,1,
11.0,passenger_queue_arrival,,,28,28,1,1,1,
