time,event,plane_id,plane_cat,passenger_id,queue_len,scanner,door,gate,info
1.0,snapshot,,,,0,1,1,1,air=0 pad=0
2.0,snapshot,,,,0,1,1,1,air=0 pad=0
3.0,snapshot,,,,0,1,1,1,air=0 pad=0
4.0,snapshot,,,,0,1,1,1,air=0 pad=0
5.0,snapshot,,,,0,1,1,1,air=0 pad=0
6.0,snapshot,,,,0,1,1,1,air=0 pad=0
7.0,snapshot,,,,0,1,1,1,air=0 pad=0
8.0,snapshot,,,,0,1,1,1,air=0 pad=0
9.0,snapshot,,,,0,1,1,1,air=0 pad=0
10.0,snapshot,,,,0,1,1,1,air=0 pad=0
11.0,snapshot,,,,0,1,1,1,air=0 pad=0
12.0,snapshot,,,,0,1,1,1,air=0 pad=0
13.0,snapshot,,,,0,1,1,1,air=0 pad=0
14.0,snapshot,,,,0,1,1,1,air=0 pad=0
15.0,snapshot,,,,0,1,1,1,air=0 pad=0
16.0,snapshot,,,,0,1,1,1,air=0 pad=0
17.0,snapshot,,,,0,1,1,1,air=0 pad=0
18.0,snapshot,,,,0,1,1,1,air=0 pad=0
19.0,snapshot,,,,0,1,1,1,air=0 pad=0
20.0,snapshot,,,,0,1,1,1,air=0 pad=0
21.0,snapshot,,,,0,1,1,1,air=0 pad=0
22.0,snapshot,,,,0,1,1,1,air=0 pad=0
23.0,snapshot,,,,0,1,1,1,air=0 pad=0
24.0,snapshot,,,,0,1,1,1,air=0 pad=1
25.0,snapshot,,,,0,1,1,1,air=1 pad=1
26.0,snapshot,,,,0,1,1,1,air=1 pad=1
27.0,snapshot,,,,0,1,1,1,air=1 pad=1
28.0,snapshot,,,,0,1,1,1,air=1 pad=1
29.0,snapshot,,,,0,1,1,1,air=1 pad=1
30.0,snapshot,,,,0,1,1,1,air=1 pad=1
31.0,snapshot,,,,40,1,1,1,air=0 pad=0
32.0,snapshot,,,,34,1,1,1,air=0 pad=0
33.0,snapshot,,,,29,1,1,1,air=0 pad=0
34.0,snapshot,,,,22,1,1,1,air=0 pad=1
35.0,snapshot,,,,17,1,1,1,air=0 pad=1
36.0,snapshot,,,,9,1,1,1,air=0 pad=1
37.0,snapshot,,,,1,1,1,1,air=0 pad=1
38.0,snapshot,,,,0,1,1,1,air=0 pad=1
39.0,snapshot,,,,0,1,1,1,air=0 pad=1
40.0,snapshot,,,,0,1,1,1,air=0 pad=1
41.0,snapshot,,,,31,1,1,1,air=0 pad=0
42.0,snapshot,,,,29,1,1,1,air=0 pad=0
43.0,snapshot,,,,23,1,1,1,air=0 pad=0
44.0,snapshot,,,,13,1,1,1,air=0 pad=0
45.0,snapshot,,,,3,1,1,1,air=0 pad=0
46.0,snapshot,,,,0,1,1,1,air=0 pad=0
47.0,snapshot,,,,0,1,1,1,air=0 pad=0
48.0,snapshot,,,,0,1,1,1,air=0 pad=0
49.0,snapshot,,,,0,1,1,1,air=0 pad=0
50.0,snapshot,,,,0,1,1,1,air=0 pad=0
51.0,snapshot,,,,0,1,1,1,air=0 pad=0
52.0,snapshot,,,,0,1,1,1,air=0 pad=0
53.0,snapshot,,,,0,1,1,1,air=0 pad=0
54.0,snapshot,,,,0,1,1,1,air=0 pad=0
55.0,snapshot,,,,0,1,0,0,air=0 pad=0
56.0,snapshot,,,,0,1,0,0,air=0 pad=0
57.0,snapshot,,,,0,1,0,0,air=0 pad=0
58.0,snapshot,,,,0,1,0,0,air=0 pad=0
59.0,snapshot,,,,0,1,0,0,air=0 pad=0
60.0,snapshot,,,,0,1,0,0,air=0 pad=0
61.0,snapshot,,,,0,1,1,1,air=0 pad=0
62.0,snapshot,,,,0,1,1,1,air=0 pad=0
63.0,snapshot,,,,0,1,1,1,air=0 pad=1
64.0,snapshot,,,,0,1,1,1,air=0 pad=1
65.0,snapshot,,,,0,1,1,1,air=0 pad=1
66.0,snapshot,,,,0,1,1,1,air=0 pad=1
67.0,snapshot,,,,0,1,1,1,air=0 pad=1
68.0,snapshot,,,,0,1,1,1,air=0 pad=1
69.0,snapshot,,,,0,1,1,1,air=0 pad=1
70.0,snapshot,,,,28,1,1,1,air=0 pad=0
71.0,snapshot,,,,22,1,1,1,air=0 pad=0
72.0,snapshot,,,,8,1,1,1,air=0 pad=0
73.0,snapshot,,,,3,1,1,1,air=0 pad=0
74.0,snapshot,,,,0,1,1,1,air=0 pad=0
75.0,snapshot,,,,0,1,1,1,air=0 pad=0
76.0,snapshot,,,,0,1,1,1,air=0 pad=0
77.0,snapshot,,,,0,1,1,1,air=0 pad=0
78.0,snapshot,,,,0,1,1,1,air=0 pad=0
79.0,snapshot,,,,0,1,1,1,air=0 pad=0
80.0,snapshot,,,,0,1,1,1,air=0 pad=0
81.0,snapshot,,,,0,1,1,1,air=0 pad=0
82.0,snapshot,,,,0,1,1,1,air=0 pad=1
83.0,snapshot,,,,0,1,1,1,air=0 pad=1
84.0,snapshot,,,,0,1,1,1,air=0 pad=1
85.0,snapshot,,,,0,1,1,1,air=0 pad=1
86.0,snapshot,,,,0,1,1,1,air=0 pad=1
87.0,snapshot,,,,0,1,1,1,air=0 pad=1
88.0,snapshot,,,,0,1,1,1,air=0 pad=1
89.0,snapshot,,,,20,1,1,1,air=0 pad=0
90.0,snapshot,,,,15,1,1,1,air=0 pad=0
91.0,snapshot,,,,2,1,1,1,air=1 pad=0
92.0,snapshot,,,,0,1,1,1,air=1 pad=1
93.0,snapshot,,,,0,1,1,1,air=1 pad=1
94.0,snapshot,,,,0,1,1,1,air=1 pad=1
95.0,snapshot,,,,0,1,1,1,air=1 pad=1
96.0,snapshot,,,,0,1,1,1,air=1 pad=1
97.0,snapshot,,,,0,1,1,1,air=1 pad=1
98.0,snapshot,,,,0,1,1,1,air=1 pad=1
99.0,snapshot,,,,52,1,1,1,air=0 pad=0
100.0,snapshot,,,,46,1,1,1,air=0 pad=0
101.0,snapshot,,,,39,1,1,1,air=1 pad=0
102.0,snapshot,,,,35,1,1,1,air=2 pad=1
103.0,snapshot,,,,25,1,1,1,air=2 pad=1
104.0,snapshot,,,,17,1,1,1,air=2 pad=1
105.0,snapshot,,,,5,1,1,1,air=2 pad=1
